Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,,datatype-fmap_fmap-phase1_suffix-phase1__6,datatype-fmap_fmap-phase1_suffix-phase1,6,17,64,64,44,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__7,datatype-fmap_fmap-phase1_suffix-phase1,7,17,64,64,44,,0.00269,,,60,datatype-func_suffix-bold_task-frac2back,,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__8,datatype-fmap_fmap-phase1_suffix-phase1,8,14,64,64,44,,0.00269,,,60,datatype-func_suffix-bold_task-idemo,,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__9,datatype-fmap_fmap-phase1_suffix-phase1,9,8,64,64,44,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__10,datatype-fmap_fmap-phase1_suffix-phase1,10,4,64,64,44,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__11,datatype-fmap_fmap-phase1_suffix-phase1,11,4,64,64,44,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__12,datatype-fmap_fmap-phase1_suffix-phase1,12,3,64,64,44,,0.00269,,,60,,,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__13,datatype-fmap_fmap-phase1_suffix-phase1,13,3,64,64,44,1.56e-05,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__14,datatype-fmap_fmap-phase1_suffix-phase1,14,2,64,64,44,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__15,datatype-fmap_fmap-phase1_suffix-phase1,15,2,64,64,44,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__16,datatype-fmap_fmap-phase1_suffix-phase1,16,2,64,64,46,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.0,3.0,3.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__17,datatype-fmap_fmap-phase1_suffix-phase1,17,2,64,64,44,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__18,datatype-fmap_fmap-phase1_suffix-phase1,18,2,64,64,44,1.56e-05,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__19,datatype-fmap_fmap-phase1_suffix-phase1,19,2,64,64,44,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__20,datatype-fmap_fmap-phase1_suffix-phase1,20,1,64,64,44,1.56e-05,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__21,datatype-fmap_fmap-phase1_suffix-phase1,21,1,64,64,46,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.75,3.75,3.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__22,datatype-fmap_fmap-phase1_suffix-phase1,22,1,64,64,44,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__23,datatype-fmap_fmap-phase1_suffix-phase1,23,1,64,64,44,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__24,datatype-fmap_fmap-phase1_suffix-phase1,24,1,64,64,46,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,3.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__25,datatype-fmap_fmap-phase1_suffix-phase1,25,1,64,64,44,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,True,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__26,datatype-fmap_fmap-phase1_suffix-phase1,26,1,64,64,44,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__27,datatype-fmap_fmap-phase1_suffix-phase1,27,1,64,64,44,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase1_suffix-phase1__28,datatype-fmap_fmap-phase1_suffix-phase1,28,1,64,64,44,1.56e-05,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__1,datatype-fmap_fmap-phase2_suffix-phase2,1,1264,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__2,datatype-fmap_fmap-phase2_suffix-phase2,2,70,64,64,44,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__3,datatype-fmap_fmap-phase2_suffix-phase2,3,47,64,64,44,,0.00527,,,60,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__4,datatype-fmap_fmap-phase2_suffix-phase2,4,24,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__5,datatype-fmap_fmap-phase2_suffix-phase2,5,17,64,64,44,1.56e-05,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__6,datatype-fmap_fmap-phase2_suffix-phase2,6,17,64,64,44,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__7,datatype-fmap_fmap-phase2_suffix-phase2,7,17,64,64,44,,0.00527,,,60,datatype-func_suffix-bold_task-frac2back,,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__8,datatype-fmap_fmap-phase2_suffix-phase2,8,14,64,64,44,,0.00527,,,60,datatype-func_suffix-bold_task-idemo,,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__9,datatype-fmap_fmap-phase2_suffix-phase2,9,8,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__10,datatype-fmap_fmap-phase2_suffix-phase2,10,4,64,64,44,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__11,datatype-fmap_fmap-phase2_suffix-phase2,11,4,64,64,44,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__12,datatype-fmap_fmap-phase2_suffix-phase2,12,3,64,64,44,,0.00527,,,60,,,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__13,datatype-fmap_fmap-phase2_suffix-phase2,13,3,64,64,44,1.56e-05,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__14,datatype-fmap_fmap-phase2_suffix-phase2,14,2,64,64,44,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__15,datatype-fmap_fmap-phase2_suffix-phase2,15,2,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__16,datatype-fmap_fmap-phase2_suffix-phase2,16,2,64,64,46,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.0,3.0,3.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__17,datatype-fmap_fmap-phase2_suffix-phase2,17,2,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__18,datatype-fmap_fmap-phase2_suffix-phase2,18,2,64,64,44,1.56e-05,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__19,datatype-fmap_fmap-phase2_suffix-phase2,19,2,64,64,44,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__20,datatype-fmap_fmap-phase2_suffix-phase2,20,1,64,64,44,1.56e-05,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__21,datatype-fmap_fmap-phase2_suffix-phase2,21,1,64,64,46,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.75,3.75,3.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__22,datatype-fmap_fmap-phase2_suffix-phase2,22,1,64,64,44,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__23,datatype-fmap_fmap-phase2_suffix-phase2,23,1,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__24,datatype-fmap_fmap-phase2_suffix-phase2,24,1,64,64,46,,0.00527,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,3.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__25,datatype-fmap_fmap-phase2_suffix-phase2,25,1,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,0,,True,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__26,datatype-fmap_fmap-phase2_suffix-phase2,26,1,64,64,44,,0.00527,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__27,datatype-fmap_fmap-phase2_suffix-phase2,27,1,64,64,44,,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,,,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-fmap_fmap-phase2_suffix-phase2__28,datatype-fmap_fmap-phase2_suffix-phase2,28,1,64,64,44,1.56e-05,0.00527,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,0,,False,,1.0,j-,1.0,,3.75,3.75,4.0
,,,,datatype-func_suffix-bold_task-frac2back__1,datatype-func_suffix-bold_task-frac2back,1,1396,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,231.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__2,datatype-func_suffix-bold_task-frac2back,2,33,64,64,46,,0.032,0.000550002,,90,,,,,,,46,231.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__3,datatype-func_suffix-bold_task-frac2back,3,24,64,64,46,3.8e-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,231.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__4,datatype-func_suffix-bold_task-frac2back,4,4,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,210.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__5,datatype-func_suffix-bold_task-frac2back,5,4,64,64,46,3.8e-06,0.032,0.000550002,,90,,,,,,,46,231.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__6,datatype-func_suffix-bold_task-frac2back,6,3,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,193.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__7,datatype-func_suffix-bold_task-frac2back,7,3,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,208.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__8,datatype-func_suffix-bold_task-frac2back,8,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,89.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__9,datatype-func_suffix-bold_task-frac2back,9,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,186.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__10,datatype-func_suffix-bold_task-frac2back,10,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,113.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__11,datatype-func_suffix-bold_task-frac2back,11,2,64,64,46,,0.032,0.000550002,,90,,,,,,,46,180.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__12,datatype-func_suffix-bold_task-frac2back,12,2,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,126.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__13,datatype-func_suffix-bold_task-frac2back,13,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,78.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__14,datatype-func_suffix-bold_task-frac2back,14,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,88.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__15,datatype-func_suffix-bold_task-frac2back,15,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,54.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__16,datatype-func_suffix-bold_task-frac2back,16,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,27.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__17,datatype-func_suffix-bold_task-frac2back,17,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,76.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__18,datatype-func_suffix-bold_task-frac2back,18,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,157.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__19,datatype-func_suffix-bold_task-frac2back,19,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,175.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__20,datatype-func_suffix-bold_task-frac2back,20,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,108.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__21,datatype-func_suffix-bold_task-frac2back,21,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,183.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__22,datatype-func_suffix-bold_task-frac2back,22,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,103.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__23,datatype-func_suffix-bold_task-frac2back,23,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,200.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__24,datatype-func_suffix-bold_task-frac2back,24,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,231.0,True,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__25,datatype-func_suffix-bold_task-frac2back,25,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,156.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__26,datatype-func_suffix-bold_task-frac2back,26,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,187.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__27,datatype-func_suffix-bold_task-frac2back,27,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,191.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__28,datatype-func_suffix-bold_task-frac2back,28,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,101.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__29,datatype-func_suffix-bold_task-frac2back,29,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,49.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__30,datatype-func_suffix-bold_task-frac2back,30,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,205.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__31,datatype-func_suffix-bold_task-frac2back,31,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,195.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__32,datatype-func_suffix-bold_task-frac2back,32,1,64,64,46,,0.032,0.000550002,,90,,,,,,,46,207.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__33,datatype-func_suffix-bold_task-frac2back,33,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,180.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
,,,,datatype-func_suffix-bold_task-frac2back__34,datatype-func_suffix-bold_task-frac2back,34,1,64,64,46,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,46,218.0,False,,1.0,j-,3.0,0.0346501,3.0,3.0,3.0
