image_file,ave_score
NDARCN500KJG_HCP_S1,0.5
NDARCN500KJG_HCP_S2,0.166666666666667
NDARCN500KJG_HCP_S3,0.833333333333333
NDARCN500KJG_VNavNorm_A1,0.166666666666667
NDARCN500KJG_VNavNorm_A2,0.5
NDARCN500KJG_VNavNorm_A3,0.5
NDARCN500KJG_VNavNorm_S1,0.833333333333333
NDARCN500KJG_VNavNorm_S2,0.333333333333333
NDARCN500KJG_VNavNorm_S3,0.166666666666667
NDARCP292KPA_HCP1_A1,0.166666666666667
NDARCP292KPA_HCP1_A2,0.166666666666667
NDARCP292KPA_HCP1_A3,0.5
NDARCP292KPA_HCP1_S1,0.666666666666667
NDARCP292KPA_HCP1_S2,0.5
NDARCP292KPA_HCP1_S3,0.333333333333333
NDARCP292KPA_HCP2_A1,0
NDARCP292KPA_HCP2_A2,0
NDARCP292KPA_HCP2_A3,0
NDARCP292KPA_HCP2_S1,0.166666666666667
NDARCP292KPA_HCP2_S2,0.166666666666667
NDARCP292KPA_HCP2_S3,0
NDARCP292KPA_VNavNorm1_A1,0.166666666666667
NDARCP292KPA_VNavNorm1_A2,0
NDARCP292KPA_VNavNorm1_A3,0.333333333333333
NDARCP292KPA_VNavNorm1_S1,0.333333333333333
NDARCP292KPA_VNavNorm1_S2,0.166666666666667
NDARCP292KPA_VNavNorm1_S3,0.833333333333333
NDARCP292KPA_VNavNorm2_A1,0.333333333333333
NDARCP292KPA_VNavNorm2_A2,0.166666666666667
NDARCP292KPA_VNavNorm2_A3,0.166666666666667
NDARCP292KPA_VNavNorm2_S1,0.5
NDARCP292KPA_VNavNorm2_S2,0.166666666666667
NDARCP292KPA_VNavNorm2_S3,0.333333333333333
NDARCR576EV1_HCP1_A1,0.166666666666667
NDARCR576EV1_HCP1_A2,0.333333333333333
NDARCR576EV1_HCP1_A3,0.666666666666667
NDARCR576EV1_HCP1_S1,0.166666666666667
NDARCR576EV1_HCP1_S2,0.166666666666667
NDARCR576EV1_HCP1_S3,0.166666666666667
NDARCR576EV1_HCP2_A1,0.666666666666667
NDARCR576EV1_HCP2_A2,0.833333333333333
NDARCR576EV1_HCP2_A3,0.833333333333333
NDARCR576EV1_HCP2_S1,0.833333333333333
NDARCR576EV1_HCP2_S2,0.666666666666667
NDARCR576EV1_HCP2_S3,0.833333333333333
NDARCR576EV1_VNavNorm1_A1,0
NDARCR576EV1_VNavNorm1_A2,0.166666666666667
NDARCR576EV1_VNavNorm1_A3,0.166666666666667
NDARCR576EV1_VNavNorm1_S1,0.166666666666667
NDARCR576EV1_VNavNorm1_S2,0
NDARCR576EV1_VNavNorm1_S3,0
NDARCR576EV1_VNavNorm2_A1,0.833333333333333
NDARCR576EV1_VNavNorm2_A2,0.833333333333333
NDARCR576EV1_VNavNorm2_A3,0.833333333333333
NDARCR576EV1_VNavNorm2_S1,1
NDARCR576EV1_VNavNorm2_S2,0.333333333333333
NDARCR576EV1_VNavNorm2_S3,1
NDARCR582GKJ_HCP_A1,0.333333333333333
NDARCR582GKJ_HCP_A2,0.5
NDARCR582GKJ_HCP_A3,0.833333333333333
NDARCR582GKJ_HCP_S1,0.666666666666667
NDARCR582GKJ_HCP_S2,0.5
NDARCR582GKJ_HCP_S3,0.666666666666667
NDARCR582GKJ_VNavNorm_A1,0.333333333333333
NDARCR582GKJ_VNavNorm_A2,1
NDARCR582GKJ_VNavNorm_A3,0.833333333333333
NDARCR582GKJ_VNavNorm_S1,0.666666666666667
NDARCR582GKJ_VNavNorm_S2,0.333333333333333
NDARCR582GKJ_VNavNorm_S3,0.666666666666667
NDARCU736GZ1_HCP_A1,0.333333333333333
NDARCU736GZ1_HCP_A2,0
NDARCU736GZ1_HCP_A3,0.166666666666667
NDARCU736GZ1_HCP_S1,0
NDARCU736GZ1_HCP_S2,0
NDARCU736GZ1_HCP_S3,0
NDARCU736GZ1_VNavNorm_A1,0.166666666666667
NDARCU736GZ1_VNavNorm_A2,0
NDARCU736GZ1_VNavNorm_A3,0.5
NDARCU736GZ1_VNavNorm_S1,0.166666666666667
NDARCU736GZ1_VNavNorm_S2,0
NDARCU736GZ1_VNavNorm_S3,0.333333333333333
NDARCU744XWL_HCP_A1,0
NDARCU744XWL_HCP_A2,0
NDARCU744XWL_HCP_A3,0
NDARCU744XWL_HCP_S1,0
NDARCU744XWL_HCP_S2,0
NDARCU744XWL_HCP_S3,0
NDARCU744XWL_VNavNorm_A1,0
NDARCU744XWL_VNavNorm_A2,0.666666666666667
NDARCU744XWL_VNavNorm_A3,0.833333333333333
NDARCU744XWL_VNavNorm_S1,0.333333333333333
NDARCU744XWL_VNavNorm_S2,0.5
NDARCU744XWL_VNavNorm_S3,0.5
NDARCV606ZZ5_HCP_A1,0.666666666666667
NDARCV606ZZ5_HCP_A2,0.166666666666667
NDARCV606ZZ5_HCP_A3,0.833333333333333
NDARCV606ZZ5_HCP_S1,1
NDARCV606ZZ5_HCP_S2,0.5
NDARCV606ZZ5_HCP_S3,0.666666666666667
NDARCV606ZZ5_VNavNorm_A1,0.333333333333333
NDARCV606ZZ5_VNavNorm_A2,0.333333333333333
NDARCV606ZZ5_VNavNorm_A3,0.666666666666667
NDARCV606ZZ5_VNavNorm_S1,1
NDARCV606ZZ5_VNavNorm_S2,0.166666666666667
NDARCV606ZZ5_VNavNorm_S3,1
NDARCW497XW2_HCP_A1,0
NDARCW497XW2_HCP_A2,0.166666666666667
NDARCW497XW2_HCP_A3,0.333333333333333
NDARCW497XW2_HCP_S1,0.166666666666667
NDARCW497XW2_HCP_S2,0.333333333333333
NDARCW497XW2_HCP_S3,0.166666666666667
NDARCW497XW2_VNavNorm_A1,0.166666666666667
NDARCW497XW2_VNavNorm_A2,0.833333333333333
NDARCW497XW2_VNavNorm_A3,0.666666666666667
NDARCW497XW2_VNavNorm_S1,0.666666666666667
NDARCW497XW2_VNavNorm_S2,0.833333333333333
NDARCW497XW2_VNavNorm_S3,0.5
NDARCW932EU6_HCP1_A1,0.333333333333333
NDARCW932EU6_HCP1_A2,0.666666666666667
NDARCW932EU6_HCP1_A3,0.5
NDARCW932EU6_HCP1_S1,0.5
NDARCW932EU6_HCP1_S2,0.166666666666667
NDARCW932EU6_HCP1_S3,0.166666666666667
NDARCW932EU6_HCP2_A1,0
NDARCW932EU6_HCP2_A2,0.5
NDARCW932EU6_HCP2_A3,0.5
NDARCW932EU6_HCP2_S1,0
NDARCW932EU6_HCP2_S2,0
NDARCW932EU6_HCP2_S3,0.166666666666667
NDARCW932EU6_VNavNorm1_A1,0.166666666666667
NDARCW932EU6_VNavNorm1_A2,0.833333333333333
NDARCW932EU6_VNavNorm1_A3,0.833333333333333
NDARCW932EU6_VNavNorm1_S1,1
NDARCW932EU6_VNavNorm1_S2,0.5
NDARCW932EU6_VNavNorm1_S3,0.833333333333333
NDARCW932EU6_VNavNorm2_A1,0.333333333333333
NDARCW932EU6_VNavNorm2_A2,0.666666666666667
